hhnum,snapnowhh,inchhavg_r,hhsize,hh_expenses,med_expenses,sum_snap_dist,fah_paid,fafh_paid,totalpaid
110419,0,3912.53,2,205.75,26.0,4.42,66.31,0.0,66.31
110422,0,21333.33,3,217.59,0.0,5.4,9.81,0.0,9.81
110423,1,2879.6,4,62.19,13.75,3.04,11.93,0.0,11.93
110435,1,5451.0,4,67.88,6.88,20.63,108.64,0.0,108.64
110439,0,7000.0,4,125.83,33.44,12.340000000000002,54.76,0.0,54.76
110443,0,4265.4883180285,6,23.56,5.42,35.040000000000006,29.62,0.0,29.62
110445,0,7534.7340526136,3,9.44,15.56,13.77,68.32,0.0,68.32
110448,0,3600.0,4,59.0,25.13,10.24,29.28,0.0,29.28
110454,0,15288.0,2,1144.08,222.75,22.07,36.04,0.0,36.04
110456,1,859.0,1,245.67,0.0,17.34,54.93,0.0,54.93
110462,0,13303.33,11,6.54,2.69,46.6,68.8,0.0,68.8
110468,0,1400.0,1,925.0,231.0,3.7600000000000007,65.57,0.0,65.57
110475,1,2950.0,3,85.67,18.33,24.87,15.19,0.0,15.19
110478,0,5085.92466122076,6,38.33,0.0,4.84,35.53,0.0,35.53
110479,0,5780.0,2,116.96,113.75,17.64,16.38,0.0,16.38
110481,0,11200.0,2,862.08,0.0,3.21,31.78,0.0,31.78
110485,0,2800.0,1,1307.33,30.0,21.46,12.58,0.0,12.58
110486,0,3244.5,2,116.42,187.5,70.71000000000001,11.6,0.0,11.6
110487,0,1092.0,3,60.0,20.83,10.09,9.86,0.0,9.86
110490,1,5193.40898330215,9,9.75,1.05,30.130000000000003,10.1,0.0,10.1
110501,0,4229.66,3,86.0,1.33,19.61,10.58,0.0,10.58
110504,1,4727.47964564405,7,31.53,6.87,2.9600000000000004,3.09,0.0,3.09
110515,0,2191.71898376171,1,1095.0,0.0,5.970000000000001,37.3,0.0,37.3
110526,0,3780.0,1,970.0,0.0,6.800000000000001,43.89,0.0,43.89
110529,0,4426.662,7,32.55,0.0,7.76,34.57,0.0,34.57
110532,0,2400.0,4,96.25,6.25,6.14,64.92,0.0,64.92
110544,0,8000.0,5,75.8,9.79,7.4,39.5,0.0,39.5
110547,0,11132.5,3,97.78,2.56,12.51,111.04,0.0,111.04
110549,0,2204.80385009793,3,145.48,0.0,10.540000000000001,55.93,0.0,55.93
110556,0,2600.0,1,978.0,0.0,4.92,8.11,0.0,8.11
110561,1,1330.0,2,133.75,0.0,7.5,38.31,0.0,38.31
110575,0,25650.0,2,329.25,116.75,20.8,53.54,0.0,53.54
110579,1,2348.0,4,59.69,0.0,7.7,89.45,0.0,89.45
110604,1,0.0,1,180.0,0.0,7.040000000000001,63.21,0.0,63.21
110611,0,2500.0,1,1910.0,298.0,5.450000000000001,63.46,0.0,63.46
110618,0,3800.0,5,29.84,14.0,7.390000000000001,11.9,0.0,11.9
110625,0,7280.0,2,287.5,55.0,4.71,118.96,0.0,118.96
110635,0,3000.0,4,27.19,35.31,20.589999999999996,45.36,0.0,45.36
110646,1,2441.67628627981,6,23.97,0.0,7.23,15.85,0.0,15.85
110648,0,5251.0,2,186.67,18.75,44.35,54.61,0.0,54.61
110652,0,1200.0,1,775.0,185.87,6.5,30.0,0.0,30.0
110653,1,4935.39733719838,8,7.84,0.0,5.44,4.74,1.12,5.86
110656,1,1620.0,3,60.67,6.0,4.96,24.5,0.0,24.5
110658,0,3341.992,3,75.37,2.78,78.99000000000001,37.83,0.0,37.83
110662,0,2965.67,2,163.75,11.5,8.600000000000001,44.79,0.0,44.79
110666,0,8811.83,3,103.15,63.89,9.170000000000002,94.13,0.0,94.13
110671,1,1260.38517603751,4,30.56,0.0,9.51,29.38,0.0,29.38
110673,1,1362.0,2,67.92,37.5,12.93,50.4,0.0,50.4
110675,0,0.0,1,767.0,30.0,18.89,199.78,0.0,199.78
110680,0,3992.0,2,328.75,172.5,7.17,50.63,0.0,50.63
110688,0,1516.676,2,181.75,11.5,26.38,13.54,0.0,13.54
110706,1,2882.2010400156,4,63.75,0.0,3.0,8.92,0.0,8.92
110707,0,3528.59932584713,1,319.67,0.0,12.84,41.98,0.0,41.98
110710,1,3700.0,2,106.0,27.25,18.36,9.62,0.0,9.62
110720,0,2544.0,4,43.75,1.81,4.4,51.87,0.0,51.87
110724,0,10040.0,3,386.67,133.33,21.15,57.01,0.0,57.01
110729,0,9400.00000000001,4,129.69,29.69,15.91,20.37,0.0,20.37
110732,0,1120.0,4,23.75,0.0,8.64,23.01,0.0,23.01
110738,0,6580.0,2,188.75,138.0,53.19,6.52,0.0,6.52
110739,0,1838.03688241464,1,419.0,229.0,3.5100000000000002,0.0,0.0,0.0
110740,0,3990.0,6,18.63,13.89,36.33,9.18,0.0,9.18
110743,0,12258.0,4,168.44,43.75,6.029999999999999,14.48,0.0,14.48
110746,0,1400.0,2,136.75,2.0,48.46,12.26,0.0,12.26
110752,0,5866.0,4,100.26,22.0,71.27,33.21,0.0,33.21
110755,0,768.96,1,279.0,0.0,1.72,3.29,0.0,3.29
110758,0,1200.0,1,688.0,0.0,3.46,87.25,0.0,87.25
110765,1,2271.68487780671,2,56.25,8.33,3.88,38.39,0.0,38.39
110772,0,2219.31792603107,3,191.74,0.0,8.14,5.0,0.0,5.0
110775,0,6514.0,5,57.72,2.28,20.369999999999997,31.41,0.0,31.41
110777,0,3000.0,2,212.25,78.75,7.590000000000001,93.94,0.0,93.94
110779,0,1500.0,1,1225.0,50.0,8.25,11.18,0.0,11.18
110780,1,1508.0,6,24.83,0.0,3.74,39.94,0.0,39.94
110784,0,7280.0,2,350.0,300.0,6.23,22.29,0.0,22.29
110790,0,2240.0,2,136.25,65.0,5.72,36.39,0.0,36.39
110793,0,3800.0,3,153.0,17.22,17.689999999999998,29.24,0.0,29.24
110796,0,2618.0,2,313.5,21.0,7.74,43.16,0.0,43.16
110801,1,1680.0,3,76.73,16.67,9.15,8.0,0.0,8.0
110807,0,1372.0,1,570.0,76.5,10.08,1.01,0.0,1.01
110811,0,5535.462,4,63.18,26.67,4.949999999999999,46.85,0.0,46.85
110817,0,3200.0,2,370.0,102.5,4.1499999999999995,23.08,0.0,23.08
110818,0,4000.0,3,150.76,27.78,10.39,28.62,0.0,28.62
110819,0,2133.0,2,182.54,88.19,19.88,49.12,0.0,49.12
110824,0,4496.56567610946,3,26.85,13.52,26.029999999999998,14.36,0.0,14.36
110827,1,3150.0,6,6.33,0.56,6.65,29.66,0.0,29.66
110836,1,2790.0,6,25.78,2.28,5.609999999999999,13.97,0.0,13.97
110839,0,3640.0,4,46.0,8.94,22.13,6.4,0.0,6.4
110840,0,3018.31,1,857.75,266.0,9.29,109.87,0.0,109.87
110846,0,7900.0,5,67.38,0.36,13.829999999999998,48.91,0.0,48.91
110850,0,1972.0,3,186.67,0.0,1.86,11.12,0.0,11.12
110864,0,4610.0,5,72.0,43.6,15.190000000000001,86.32,0.0,86.32
110868,0,3920.0,2,300.0,19.5,17.62,46.3,0.0,46.3
110870,0,2313.0,2,73.08,75.12,60.36000000000001,35.66,0.0,35.66
110875,0,3840.0,3,135.56,0.33,14.27,7.9,0.0,7.9
110883,0,4200.0,2,121.14,181.25,93.17,43.59,0.0,43.59
110884,0,1936.0,2,145.0,0.0,6.710000000000001,59.5,1.0,60.5
110889,0,14840.0,2,233.75,231.25,21.75,67.9,0.0,67.9
110890,0,2123.2,3,34.11,4.44,11.28,12.32,7.84,20.16
110893,0,3789.8,3,165.87,53.33,14.64,26.08,0.0,26.08
110900,0,5740.0,4,115.56,5.13,6.76,51.58,0.0,51.58
110913,1,850.0,1,750.0,0.0,14.77,26.66,0.0,26.66
110916,0,1218.0,1,812.0,0.0,6.89,142.7,8.46,151.16
110919,0,1404.0,2,188.75,0.0,6.98,39.1,0.0,39.1
110924,0,1440.0,2,285.25,92.25,16.59,74.94,0.0,74.94
110931,0,932.0,1,369.0,0.0,28.42,33.19,0.0,33.19
110948,0,2651.05843328667,3,116.67,2.22,3.5199999999999996,0.66,0.0,0.66
110954,0,4000.0,4,51.88,18.75,5.010000000000001,78.74,0.0,78.74
110959,0,4420.0,2,281.25,25.0,5.04,107.49,0.0,107.49
110960,0,5893.332,3,44.44,34.0,31.08,20.21,0.0,20.21
110968,1,1456.0,3,57.22,0.0,3.8099999999999996,2.54,0.0,2.54
110969,1,2590.0,6,29.03,2.78,9.629999999999999,25.8,0.0,25.8
110989,1,197.0,2,31.25,0.0,61.739999999999995,195.82,0.0,195.82
110990,0,4926.662,3,26.11,51.67,58.959999999999994,109.69,0.0,109.69
110997,1,2093.338,4,40.19,0.0,5.16,38.45,0.0,38.45
111004,0,3333.0,2,198.25,35.75,6.83,0.74,0.0,0.74
111013,1,998.0,1,238.92,272.0,9.040000000000001,60.31,0.0,60.31
111022,1,3146.0,2,119.75,49.0,10.11,15.43,0.0,15.43
111023,0,5957.78894331831,2,398.75,237.5,14.739999999999998,86.89,0.0,86.89
111037,1,2751.0,2,259.25,26.0,1.62,101.78,21.0,122.78
111038,0,1250.0,1,550.0,67.0,13.9,27.11,0.0,27.11
111044,0,4701.67,3,158.06,70.0,16.869999999999997,49.49,0.0,49.49
111047,0,770.0,1,82.0,19.0,9.82,106.5,0.0,106.5
111053,0,3800.0,5,17.2,6.68,25.740000000000002,11.58,0.0,11.58
111055,0,10703.98002736,1,1204.0,0.0,5.97,90.48,0.0,90.48
111069,0,9100.0,2,371.25,45.0,21.599999999999998,80.62,0.0,80.62
111071,1,1960.0,5,44.4,0.16,20.36,39.9,0.0,39.9
111073,0,5050.0,2,345.83,0.0,8.96,6.0,0.5,6.5
111077,1,698.0,1,270.0,36.0,18.980000000000004,82.9,0.0,82.9
111081,1,1694.0,5,32.12,0.0,50.38,15.54,0.0,15.54
111084,1,4886.72383396,1,725.0,60.0,5.6499999999999995,23.82,0.0,23.82
111090,1,3397.0,2,307.75,0.0,4.84,21.87,0.0,21.87
111093,1,0.0,1,494.0,0.0,6.82,95.62,0.0,95.62
111099,0,1091.0,1,696.0,405.33,10.64,50.54,0.0,50.54
111101,0,3640.0,2,41.25,63.75,41.07,21.08,0.0,21.08
111108,0,8300.0,2,333.21,39.29,13.76,42.14,0.0,42.14
111109,1,4462.77996481071,7,22.79,2.04,3.76,42.55,0.0,42.55
111110,0,2936.5224378392,2,345.0,28.5,7.3,20.0,0.0,20.0
111121,0,4566.0,2,224.32,134.25,11.170000000000002,132.32,0.0,132.32
111128,1,2638.92293857397,3,157.36,0.0,3.48,18.66,0.0,18.66
111129,0,1053.32108057876,2,25.0,76.83,1.8,86.84,0.0,86.84
111142,0,4430.0,2,248.75,18.75,12.360000000000001,14.94,0.0,14.94
111145,0,1600.0,1,650.0,146.0,14.84,87.04,0.0,87.04
111146,1,0.0,5,28.4,0.0,6.0200000000000005,3.02,4.35,7.37
111149,0,10000.0,5,108.24,0.0,4.75,7.09,0.0,7.09
111161,0,2900.0,2,137.5,28.75,29.91,174.72,0.0,174.72
111174,1,719.0,1,487.68,15.2,36.54,5.47,0.0,5.47
111177,0,0.0,5,50.8,7.2,3.65,30.96,0.0,30.96
111189,1,750.0,1,295.0,5.0,57.97,29.95,0.0,29.95
111196,1,1892.0,4,42.44,9.38,8.139999999999999,1.88,0.0,1.88
111202,0,2000.0,2,249.0,180.0,6.63,30.23,0.0,30.23
111203,1,300.0,1,322.67,85.0,7.359999999999999,17.99,0.0,17.99
111207,0,4253.33,2,136.25,0.0,3.9000000000000004,9.52,0.0,9.52
111213,0,3360.0,2,296.25,62.5,22.119999999999997,27.76,0.0,27.76
111228,0,1000.0,1,845.0,140.0,5.34,39.97,0.0,39.97
111230,1,546.0,2,6.25,0.0,12.6,25.68,0.0,25.68
111236,1,1960.0,4,8.12,0.0,88.34,193.57,0.0,193.57
111238,1,2800.0,4,34.75,0.0,5.37,6.44,0.0,6.44
111239,0,6759.992,2,232.25,0.0,19.17,41.62,0.0,41.62
111240,1,718.0,1,268.0,5.3,12.85,84.21,0.0,84.21
111245,0,2200.0,1,330.0,0.0,20.32,79.78,0.0,79.78
111253,0,2769.33,2,73.08,198.75,12.01,13.74,0.0,13.74
111254,0,6841.17680557039,2,127.84,38.25,28.119999999999997,83.94,0.0,83.94
111262,1,800.0,4,17.0,0.0,6.52,12.25,0.0,12.25
111266,0,11200.0,2,352.5,47.5,5.17,64.1,0.0,64.1
111272,0,3700.0,2,192.5,205.1,6.83,53.16,0.0,53.16
111277,0,6300.0,4,48.44,0.0,6.499999999999999,36.2,0.0,36.2
111278,0,6300.0,4,50.0,3.75,15.07,5.14,0.0,5.14
111279,0,1700.0,1,665.0,180.0,3.29,62.28,0.0,62.28
111282,0,2100.0,2,282.75,0.0,7.34,24.26,0.0,24.26
111285,0,3400.0,2,162.5,30.0,18.810000000000002,44.93,0.0,44.93
111297,1,883.0,2,128.75,2.0,5.13,43.43,0.0,43.43
111302,1,1600.0,6,21.36,1.86,10.950000000000001,109.82,0.0,109.82
111317,0,13805.0,3,127.93,93.98,6.33,26.45,0.0,26.45
111329,1,2613.17443812378,3,57.78,0.0,12.58,33.01,0.0,33.01
111334,1,1700.0,4,90.31,6.25,6.04,13.38,0.0,13.38
111335,1,268.946354014455,2,232.0,0.0,17.97,80.56,0.0,80.56
111341,0,2363.50852659684,2,126.25,0.0,7.65,6.2,0.0,6.2
111343,1,465.0,1,0.0,36.67,53.97,6.85,0.0,6.85
111353,0,6300.0,5,79.52,1.76,7.27,37.85,0.0,37.85
111364,0,1670.0,1,1015.0,8.0,5.779999999999999,152.44,0.0,152.44
111367,0,6268.0,7,33.47,4.08,19.020000000000003,58.13,0.0,58.13
111385,0,3680.0,2,382.25,5.0,10.15,15.76,0.0,15.76
111391,0,1680.0,3,74.44,0.0,27.23,19.63,0.0,19.63
111394,1,2100.0,3,80.93,0.0,5.88,12.03,0.0,12.03
111395,0,9899.99999999999,5,67.0,43.0,14.580000000000002,47.29,0.0,47.29
111396,0,12617.7803566316,2,113.75,201.25,6.859999999999999,61.07,0.0,61.07
111408,0,0.0,1,600.0,40.0,4.58,11.28,17.75,29.03
111412,1,1192.0,3,36.56,103.52,6.659999999999999,9.64,0.58,10.22
111420,1,2156.67,4,44.25,6.25,2.6999999999999997,7.25,1.29,8.54
111423,0,3220.0,1,888.0,86.0,34.81,0.0,17.82,17.82
111429,0,3640.0,4,89.88,20.73,19.88,14.89,0.97,15.86
111444,0,4031.4,3,103.89,55.56,2.71,63.27,3.18,66.45
111450,1,1582.0,3,151.0,0.0,5.34,184.94,2.52,187.46
111455,0,13160.0,3,367.59,120.0,16.87,98.86,8.22,107.08
111457,0,3469.86,4,70.44,3.12,2.82,1.6,1.64,3.24
111461,1,2100.0,5,24.8,4.0,4.41,7.82,3.4,11.22
111462,0,3360.0,1,970.0,0.0,7.84,7.41,5.84,13.25
111465,0,2800.0,2,199.75,62.5,6.800000000000001,79.65,11.26,90.91
111469,0,8022.87366673773,3,128.44,14.89,5.2,21.37,4.58,25.95
111470,1,1245.0,2,102.5,3.75,33.37,6.74,4.0,10.74
111482,1,717.661431233348,5,34.84,2.0,10.09,9.78,1.4,11.18
111483,0,5889.0,3,28.15,37.33,5.529999999999999,29.54,17.32,46.86
111496,0,2000.0,5,39.6,0.4,13.040000000000001,39.34,1.15,40.49
111499,0,0.0,1,403.33,100.0,6.140000000000001,39.04,22.51,61.55
111507,1,1678.0,2,182.25,2.5,6.640000000000001,97.15,22.15,119.3
111513,1,2602.81589218,2,280.75,79.25,26.35,43.27,1.97,45.24
111523,1,2200.0,2,167.5,61.25,57.120000000000005,122.06,41.5,163.56
111527,0,1648.96379184038,1,625.0,0.0,7.15,3.77,30.26,34.03
111535,0,4712.0,2,261.46,70.0,10.66,47.48,24.1,71.58
111536,1,1200.0,2,43.46,15.0,32.56,143.86,25.4,169.25
111541,1,3000.0,5,39.64,7.44,4.85,27.5,4.74,32.24
111543,1,845.0,3,93.44,0.0,3.9699999999999998,7.84,3.28,11.12
111557,0,2490.14993615096,1,650.0,0.0,10.89,52.27,5.64,57.91
111558,0,6020.0,4,111.12,0.36,50.54,85.56,3.01,88.57
111562,0,9800.0,5,140.67,26.4,9.86,58.57,12.19,70.76
111563,0,5110.0,6,15.07,24.58,9.33,33.43,2.6,36.03
111565,0,9324.0,4,100.75,32.81,5.380000000000001,39.94,10.22,50.16
111566,1,1680.0,5,32.0,2.0,6.33,68.87,12.06,80.93
111573,0,2229.0,2,78.78,115.75,44.04,34.7,8.02,42.71
111575,0,1817.92050967855,4,54.06,0.0,8.18,41.17,8.06,49.23
111576,0,2800.0,4,125.31,3.75,5.8999999999999995,19.77,2.87,22.64
111577,0,6143.33,7,21.61,0.67,3.1,9.68,16.59,26.27
111579,1,930.0,1,252.0,4.0,17.34,47.84,49.38,97.22
111588,0,10583.0,6,31.97,33.61,3.3100000000000005,29.14,9.38,38.52
111589,0,5320.0,2,207.75,0.0,3.0800000000000005,133.79,0.5,134.29
111591,0,5600.0,3,145.75,76.67,36.7,33.37,20.89,54.26
111592,1,3684.0,5,44.08,8.7,5.34,11.22,3.66,14.87
111593,1,1535.37350226045,3,64.33,17.94,5.42,56.49,44.56,101.05
111596,0,9099.99999999999,4,83.75,31.25,16.07,36.24,4.4,40.64
111612,1,2800.0,5,31.8,0.0,2.9699999999999998,13.78,18.15,31.93
111613,0,3320.0,5,52.88,1.84,3.75,15.81,15.75,31.56
111617,1,1560.0,2,150.0,17.5,3.0100000000000002,30.34,30.42,60.77
111620,0,1780.0,3,100.0,12.78,25.8,37.8,18.48,56.27
111621,1,1400.0,4,43.12,0.0,5.28,2.53,0.0,2.53
111623,0,2427.0,2,213.75,221.5,9.879999999999999,101.87,3.38,105.24
111625,0,7466.662,4,105.81,0.31,7.41,56.84,16.42,73.26
111627,0,800.0,1,565.0,790.0,4.25,55.9,11.0,66.9
111632,0,5213.0,4,64.56,55.33,11.540000000000001,23.84,44.85,68.69
111635,1,2000.0,5,24.2,0.0,6.58,16.95,12.31,29.25
111651,0,2686.662,3,39.17,31.69,6.21,14.55,26.49,41.04
111654,1,4655.49368976382,7,19.65,1.77,57.709999999999994,19.7,2.4,22.1
111656,1,2868.79558394867,5,40.12,0.0,14.64,19.97,16.78,36.75
111663,0,1727.0,4,36.56,6.88,6.52,65.8,32.03,97.82
111672,1,6534.98383643678,6,23.47,0.0,5.72,18.74,4.95,23.69
111678,0,2791.48856953962,1,987.08,548.0,44.49,0.0,12.63,12.63
111682,0,1392.0,2,149.25,0.0,24.89,12.43,24.41,36.84
111683,0,1800.0,1,722.0,366.0,6.84,23.94,41.61,65.55
111686,0,4298.67,4,45.19,10.94,3.77,37.52,18.66,56.18
111693,0,3450.0,4,108.69,2.5,46.93000000000001,1.93,8.14,10.07
111694,1,3400.0,2,233.08,72.25,86.22,18.65,51.24,69.9
111698,1,947.0,3,68.43,9.33,26.189999999999998,19.9,6.53,26.43
111700,0,12520.1071208823,2,735.92,75.0,13.21,114.59,25.33,139.92
111706,0,2062.662,1,540.0,0.0,5.09,24.22,23.49,47.71
111713,0,1748.0,1,273.58,170.0,23.950000000000003,59.77,45.4,105.17
111718,0,6931.25,3,178.24,57.78,8.03,30.54,5.42,35.96
111719,0,12987.8,4,50.38,29.12,15.54,32.83,0.59,33.42
111729,0,1528.0,1,563.0,423.0,6.89,49.32,1.35,50.67
111740,0,2965.0,1,785.0,154.0,5.4,88.94,24.41,113.35
111748,0,2608.662,2,168.75,10.0,20.950000000000003,17.76,0.8,18.57
111753,0,14600.0,3,282.41,41.67,22.34,201.98,37.69,239.67
111765,0,3720.0,5,55.2,18.6,8.969999999999999,5.83,0.91,6.74
111769,0,7430.00996537502,2,444.58,25.0,7.65,65.95,12.3,78.24
111770,0,7000.0,2,177.42,37.5,26.619999999999997,13.25,3.2,16.45
111774,1,2910.0,4,67.25,0.0,18.21,39.36,7.12,46.48
111780,0,863.67,1,263.85,24.0,14.13,45.09,22.07,67.16
111792,1,1222.0902313265,7,6.43,0.82,21.21,1.0,3.68,4.68
111794,1,2800.0,5,33.2,0.0,11.129999999999999,31.17,0.58,31.75
111795,1,2120.0,4,26.56,0.0,3.19,53.88,3.5,57.38
111797,0,9480.13132735861,4,150.71,177.62,19.990000000000002,197.9,40.61,238.52
111800,0,840.0,3,30.45,3.56,7.52,3.92,6.96,10.88
111805,0,3683.0,2,164.75,33.75,23.560000000000002,97.2,142.78,239.97
111823,0,3200.0,4,61.25,0.0,19.12,22.04,4.9,26.94
111825,1,536.314781637366,1,240.0,0.0,3.95,36.06,47.99,84.05
111826,1,2566.67,4,47.06,3.75,8.8,16.36,30.68,47.04
111834,1,931.0,2,66.25,11.5,3.88,16.1,13.25,29.36
111835,0,1700.0,4,85.62,9.38,5.84,26.3,12.56,38.86
111838,0,4560.0,1,1313.33,270.0,16.740000000000002,15.48,18.93,34.41
111843,0,3220.0,2,124.75,30.17,41.97,21.66,0.7,22.36
111846,1,2520.0,2,307.0,81.25,4.71,40.16,0.0,40.16
111849,1,3783.0,4,53.63,12.1,6.74,9.02,0.0,9.02
111855,0,5600.0,1,1238.0,65.0,28.61,87.56,1.0,88.56
111867,0,2175.36584838053,2,115.75,0.0,10.01,94.82,14.0,108.82
111879,0,25650.0,2,569.17,147.5,9.549999999999999,52.86,0.0,52.86
111880,1,4060.0,5,27.0,0.0,5.06,1.25,0.0,1.25
111893,1,5467.17545826,1,823.0,11.0,8.209999999999999,164.88,0.0,164.88
111896,0,3506.40983978501,2,179.5,3.0,25.470000000000002,34.74,17.5,52.24
111923,0,4220.0,8,23.59,0.0,6.6899999999999995,4.66,0.0,4.66
111924,0,3221.0,2,76.67,16.0,79.32000000000001,0.0,23.0,23.0
111926,0,5718.28475696,2,136.25,0.0,10.09,15.36,0.5,15.86
111944,1,800.0,3,34.67,0.0,27.549999999999997,68.26,28.32,96.58
111945,0,4030.0,5,55.57,1.2,22.53,49.68,0.0,49.68
111956,0,2800.0,2,126.25,102.5,5.07,49.41,3.75,53.16
111958,0,7175.0,4,84.22,21.98,7.959999999999999,26.12,1.5,27.62
111960,0,4400.0,3,167.78,15.0,9.5,161.08,9.88,170.96
111971,1,3257.67,6,23.94,20.83,31.32,25.62,0.88,26.49
111975,0,1200.0,2,150.0,0.0,10.8,26.2,0.38,26.58
111976,1,698.0,3,22.0,4.0,21.19,55.17,0.0,55.17
111979,0,2135.0,2,223.5,92.25,12.899999999999999,62.52,1.0,63.52
111980,1,2125.0,4,60.81,0.94,7.630000000000001,10.5,11.48,21.98
111992,1,1800.0,3,86.11,0.0,13.71,7.9,8.66,16.55
112000,0,2500.0,1,1120.0,450.0,13.559999999999999,48.5,25.5,74.0
112001,1,5471.67,6,40.28,0.0,5.69,12.99,0.96,13.95
112003,1,2430.0,2,168.5,18.75,6.32,53.42,4.5,57.92
112006,0,3223.64,1,1954.5,52.0,7.7,20.13,2.0,22.13
112019,0,2893.338,2,129.5,0.0,10.079999999999998,64.58,2.5,67.08
112022,1,0.0,4,105.31,0.0,6.6,80.14,4.59,84.73
112026,1,600.0,1,409.0,0.0,6.83,11.26,9.23,20.49
112032,1,3727.662,2,263.0,0.0,6.95,12.95,6.61,19.56
112034,0,2880.0,3,128.33,32.22,17.01,28.69,43.24,71.93
112037,0,4900.0,2,162.5,6.25,88.81,66.78,4.38,71.16
112047,0,4716.96593436641,6,44.3,3.33,7.5600000000000005,3.84,0.91,4.74
112062,0,3900.0,1,549.17,159.9,79.25999999999999,10.84,5.63,16.47
112064,0,11550.0,3,365.89,172.22,6.489999999999999,87.76,16.69,104.45
112065,0,10849.0,3,344.37,5.56,4.87,37.36,1.8,39.15
112081,0,8116.00000000001,2,288.83,66.75,11.88,56.01,17.36,73.36
112085,0,4800.0,3,111.67,6.67,35.160000000000004,69.76,23.87,93.64
112091,0,2078.67,2,242.02,42.5,50.46999999999999,17.79,0.0,17.79
112096,0,6229.33,3,73.29,18.67,17.57,7.54,0.0,7.54
112102,0,4125.87493925665,3,132.44,166.67,20.57,76.98,0.0,76.98
112108,1,1753.35841941281,4,80.0,1.88,1.62,0.46,0.0,0.46
112115,1,4852.0,4,87.56,6.59,4.55,53.84,0.0,53.84
112116,0,6370.0,4,76.88,25.0,16.46,43.95,0.0,43.95
112121,0,1950.0,1,1477.0,0.0,14.77,69.35,0.0,69.35
112122,0,4271.10070294281,2,409.25,90.0,7.23,9.57,0.0,9.57
112124,1,1870.0,7,8.7,4.53,15.48,18.01,0.0,18.01
112126,0,7934.75515744103,3,264.84,25.0,29.59,2.0,0.0,2.0
112132,0,5600.0,4,61.69,3.21,26.200000000000003,55.05,0.0,55.05
112133,0,6000.0,6,47.47,22.92,45.83,28.93,0.0,28.93
112134,1,718.0,2,187.5,0.0,19.2,146.34,0.0,146.34
112138,1,2566.67,4,54.38,0.78,9.290000000000001,26.11,0.0,26.11
112144,0,16451.4,4,205.24,20.19,7.54,27.86,0.0,27.86
112151,0,3260.3,3,111.11,2.67,5.03,32.37,0.0,32.37
112158,0,10000.0,3,455.18,18.33,16.490000000000002,16.4,0.0,16.4
112159,1,800.0,1,295.0,0.0,7.9,116.57,0.0,116.57
112171,1,4304.332,8,4.77,4.69,13.94,29.47,0.0,29.47
112172,0,1500.0,1,512.0,74.0,7.81,4.0,0.0,4.0
112187,0,4683.0,2,271.75,142.5,9.2,52.74,0.0,52.74
112196,0,2583.33,1,1371.4,515.0,6.91,71.4,0.0,71.4
112200,1,370.0,2,75.0,0.0,4.84,1.5,0.0,1.5
112210,0,4875.8,4,59.94,3.0,12.42,32.44,1.25,33.68
112212,1,698.0,2,31.48,50.0,6.0,19.0,0.0,19.0
112221,1,3042.27283980502,4,9.82,20.31,35.69,20.69,0.0,20.69
112223,1,1058.4,2,144.5,0.0,3.49,17.84,0.0,17.84
112224,0,4800.0,4,83.81,4.19,40.059999999999995,44.0,0.0,44.0
112225,0,2000.0,2,175.0,8.75,11.31,51.64,0.0,51.64
112240,1,1990.0,4,51.31,19.44,8.219999999999999,10.96,0.0,10.96
112241,0,3780.0,5,35.52,0.0,8.73,19.29,0.0,19.29
112244,0,2739.338,2,219.25,169.0,7.12,38.86,0.0,38.86
112245,0,2460.0,5,30.8,1.6,12.09,23.62,0.0,23.62
112247,1,1350.0,2,68.0,8.75,25.79,7.02,0.0,7.02
112250,0,1050.0,1,236.67,186.0,59.93,7.52,0.0,7.52
112255,1,2000.662,2,195.38,3.75,11.93,10.31,0.0,10.31
112259,1,2240.0,3,73.0,11.11,10.1,11.34,0.0,11.34
112261,0,1213.338,1,600.0,66.67,10.09,37.6,0.0,37.6
112270,0,929.0,1,230.0,0.0,6.41,6.9,0.0,6.9
112281,1,2926.0,7,7.55,2.04,3.5999999999999996,16.06,0.0,16.06
112291,0,6093.75429085752,3,159.93,38.44,46.699999999999996,52.84,0.0,52.84
112296,0,0.0,1,391.0,330.0,2.55,49.55,0.0,49.55
112305,0,5600.0,2,567.5,271.67,6.31,85.61,0.0,85.61
112308,0,5713.7684949407,7,41.33,0.0,3.83,29.13,0.36,29.48
112313,0,718.0,1,254.34,300.0,38.519999999999996,32.22,0.0,32.22
112319,0,6771.30999999999,2,301.55,39.88,29.5,60.88,0.0,60.88
112320,1,7458.81731918087,3,80.0,0.0,54.16,33.95,0.0,33.95
112328,0,1620.0,2,162.75,0.0,8.27,61.86,0.0,61.86
112341,1,1260.0,2,38.75,2.25,18.75,144.98,0.0,144.98
112353,0,1083.33,5,36.08,4.0,3.6,17.85,0.0,17.85
112365,1,0.0,1,655.0,0.0,5.88,84.65,0.0,84.65
112373,0,3001.67,3,80.0,5.56,4.11,17.34,0.0,17.34
112376,1,2100.0,4,43.5,5.31,23.02,46.89,0.75,47.64
112377,0,1050.0,1,398.33,0.0,7.3100000000000005,16.65,0.0,16.65
112381,0,980.0,1,726.0,99.0,5.01,24.48,0.0,24.48
